id,url,idfy-face-dataset,eyeball_results_previous,image_type,Via_nonML,blur,exposure,eclipsed,reflection on face,face_cropped,image_bbol,Via_nonML
true_11,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/d338c2c9-6dce-497a-9e46-a22931de580f.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778335&Signature=ft%2FFWRdbkHbAATvBCwsszh3%2BIdyor6uAU70mBohnz28HA4BDglvSMe44BsksFzctN0hoW7Rqff4J8ZVBimCKk5cvt%2FY%2FFZxYMaGHAKFQEW2qr8C491V0v1EFsV%2FyHu9OZUYciSBPmZHxrqBJ3tEBXun0vOl6nYm7YmJpgVwsWVA2wbRZQH%2B862pvfWkdOO95t%2BoUR9QQ%2FWLSuymQfDepoc%2Bk3nJWsltn%2BxBrc0cCH7jJcgqhh0ffQc5iwKiBN%2F2xAoXOw5iR8xHN4Aq4KKf9z6lAd%2FBrBxSanCWP7oV9yXdgQuVPOiQcqJHSIoShnU2mIKIO0OYU4W%2Bgwy7ALbD5Sw%3D%3D,master_dataset/face_liveness/master_4000/d338c2c9-6dce-497a-9e46-a22931de580f.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_12,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/12fa6010-8f27-4152-9cd6-502c634b443e.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778335&Signature=Sxgu%2B%2BgdiIfAVQxZWDYCEaDnzIuFqi02oJNfAs8KJUb5qcMdXpBICTGV3pwCM957XnTRlSD0Jwr3UTHXrz%2FOTgBszoYU9T9UpfyygjCq%2F1os%2FmyFvfiuVVfJ%2BfM8%2F5448VhAViIJX%2FLQSv7e8fo7bbKIbxtkyiPJbLEmGm5uCQVW94ayP2AQ%2B%2F6VlDP3YRhSCX%2FfTtonEvKln1rxP5wiB7He3BA04sO5e9L98QI0nPhFR7PT0Xijju%2Bs3rcqQxMbgDGGmux2eCBID5q0nD7rb%2FfSgaipfjMmlXmw%2Faz93XdW2oL1WJIuC89YhlA6U%2Bm7Lazcq8YyWuKn5Pcf7ggOnQ%3D%3D,master_dataset/face_liveness/master_4000/12fa6010-8f27-4152-9cd6-502c634b443e.jpg,Selfie,Selfie,TRUE,No,None,No,No,No,True,#N/A
true_13,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/54becf72-9084-4e07-a5d1-097413bfdcf7.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778335&Signature=DEUsaOJRyX0yX8a4H2RfiuSJQ485y4RI02yElxs1DuKzXMO7WOqF9FO1P3fS8hHY2ukfIUG6PbIgbSNymlq7BuhiT06GilJ3F09NWSLmIK6iygh7XRMcHAKtj0aMhUGqCXmqG%2F%2F8xhLPZintgK9AQ6W4GMJhFOSjlOKehYdpg4AW5S%2FFn0BziVKfyVs5qC6tRp2UVHax60pKgQvGRlh3XuyvsftYqdhleGsXlghywGG45lon2tqk%2FSenR%2FSqGTIy4JmbCEn9gn4rlqiD%2Bnva5SrN7FSiustCbUw69IApe%2BYLVKAPAeyyuqpwAHIJFn99KvMv6z45a0fFRGmbigKoXg%3D%3D,master_dataset/face_liveness/master_4000/54becf72-9084-4e07-a5d1-097413bfdcf7.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_14,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/3ca7e261-d8b5-47ef-b3c6-6f6964384f2f.png?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778335&Signature=pUJd9pqc69pL%2FdnraXCiD8OcdAUIrBfFf5cYOJ69WcxCGC7ykKJXS5D3wkyslgucQ17bPGnITkl6q%2Bq%2BnAnBHxrsheXlJNkB5qv2zTZNMCXLcjlY2HORINaJC%2FCUmHKmFtFwLsoqJmNqcON%2FFI7mqzkd4bzjx%2FhVeLNPjIZY2FJNu%2BP%2FeVn2M4P5JnIfqvYPvAPVNpWddAQQslLQe9T0FP34Oc6r0uydIpj3reTpapxqvF%2BjQti40TVqSAoTOXU8NU7A%2FrqnwIci6w6FqT2BNqr5MgpDxxT5AMRi3Pu3Jc9aHmfhBJsIfcwBcciN%2BzcB3%2FlgDGcWA5wL76SMCcqfVA%3D%3D,master_dataset/face_liveness/master_4000/3ca7e261-d8b5-47ef-b3c6-6f6964384f2f.png,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_15,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/17421c99-f4e7-4a74-b8ad-39af893d832d.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778336&Signature=N3T%2FYWm%2BPbz%2FupTf8ayFB8Yd49UTRL7qm94laF379iAsy8yt41oqP4RpSRmSV8ifYzhJ4odmB8nyn1CFOtqpcNd1C7dXpR9xYFcWM82mxZWV9GiW4XA1kOcUrARumoKswNhhi%2FP9vChWH7ucR5GdQ2U3wVZBBEzubKo5wCjd7BZqRKI5BrqQToqWaw44VwKCvETYh9RsRvpUVVc2LTplC27DRMH5DxNDhJ9BZF34Sx4bxw6pSUt8fD3cPci0NZLi3JMP1Jrw2AcO28p467Ybg46Y3trIWFNrxamL43iZP77JKjwqrsoMfZqZBzkJG4bp3Q3%2Bc0XeSwO9fWWlfzPpNg%3D%3D,master_dataset/face_liveness/master_4000/17421c99-f4e7-4a74-b8ad-39af893d832d.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_16,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/38458190-d15e-43ce-bb91-7c7c3c7a8763.png?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778336&Signature=MV5yLIwmL45fJdSXtF%2F6wBBVbn64srJa1Dy1%2Bm5QtPiHpGgrr9cSt%2BzwKVK6d5vCMDQY%2BZIssEqbSWc4rjmEyzkSvbwpfuCDJANzLgOsC9VWHAkfSwVnB4Hyhp3l%2FI8hS9%2Fs6uQ6Gi1naU11Cb%2B0poN1CPLi3sHGSRFhaCVLGRHGVuSi%2BC3GreCiHIL66hZO1pYCP7desKgjpBzscZ8FuXUb3o%2FpEB2Z7a8NPjvAUQNLFXqV3JRALVDfMYkFXxzylbYjryGzjqCNbcfXDL7U2mQQmxs%2FF0VuMM8Ta7a5%2BXNMuuRgUzRQb2rn58bEYVxYDo%2Blm9dedpAhiui3po7hFQ%3D%3D,master_dataset/face_liveness/master_4000/38458190-d15e-43ce-bb91-7c7c3c7a8763.png,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_17,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/1c2e3b12-17ca-442c-bd1a-ebf509806846.png?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778336&Signature=Gy%2BBNMmjUonnE%2BVhTjKzEVCIHMOJeyau4flj0L38RPtIAq16P43VMQi5mL7g8Kz6tq2YugHQhSH4A66B2zSyyOpe3u%2FRZxq5lMHKLbrE3DJRNY%2FW3EW%2BTsC1GQ3TlemYA0ZyXVBll%2BdiBZu5zbSXKDwL0sRZkd72RfrfjFVWJhAopnQ3%2BUPbboWzh%2FGVas1jP9dSjvK%2B2goG8YlJDrCRqAFwXKVWjHgkmPL6qX3o1Mux%2BnRhAVIcgwmnsDzVi8QMPMD2%2Bk6YF1%2ByZJ%2FoVPYrkZsKZxAhnMwB1sfqfExJ42YY69VHsFOnTKeMlyoafUBPsy%2BxjVUrX6Bnafo7oIMeTQ%3D%3D,master_dataset/face_liveness/master_4000/1c2e3b12-17ca-442c-bd1a-ebf509806846.png,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_18,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/1f8d0457-ff76-4155-9d18-acdbd88e935e.png?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778336&Signature=fw5ZnqxPDd7ozOeTMS1gt0c7PST1wrzK4zIGYTaYPweBLjkhZTddu2QcVm8mMcaNqyE18emzyO0nRkIUDLVHvuyqY65aNJrOLszA3GZGMG1cIX7ZEbAmB%2FGgpQerZLcKIuH7yrP%2BiTCEP4Q2bt0asvAb%2FZdb5W7BgptUR7G11NEeIaxJRQ6fxySi0CYP870zK7km4iKyhpCUrJTzKwIqk8kysFe63dwt9LCy8oVubsBw6ms%2FMzNk7UjdoLuLzMc1T1M2GCv2rIlZoR4X0dZU5PobJ5YfWC2WVBzOqrWVDJ19oC5V3VXxf5usGJlKFpIvMtTgOLmfI9M7u1OL7%2B9aKg%3D%3D,master_dataset/face_liveness/master_4000/1f8d0457-ff76-4155-9d18-acdbd88e935e.png,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_19,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/dc7516f4-88ae-40dd-9b11-e54f6265f03e.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778337&Signature=UHzx572ImU0BKcEUxFj5b0fQtMZ6LVekeOb72sDKueqc2Mtro45YIZEuC%2BwTLWineeSELwR6WfvTy6acJhMhNl9yDIPFHM2lV0VemPYU4omUbenFXljFaLjR%2Fk7EGkTV%2BaUYL8M6KKjEgtnf6lh6pjT5E3a49Mn6V6GHCQHEO5CzJWI63OJGKc4QOAedFULirSGkjaxYlt4LIzkTZ9rscwrwshT%2FUYUqGAUTxBtpibe4e0HR15FVDmBFC9mH3AJoR%2BSlwkHVnf1ud804%2FUAHGU28bHGGj77MewpntMEA0OWyOjkUEQD6V443cFXcJmUYjn9INNQbNvv%2Bfos12ZPiIQ%3D%3D,master_dataset/face_liveness/master_4000/dc7516f4-88ae-40dd-9b11-e54f6265f03e.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_20,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/b5271d82-2365-44a4-ab4e-d522cb7f9c59.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778337&Signature=LuAe5oWte26mZZwDWpsVjBBSW2Xu8%2FXPtvsBST1eE35oTMPjqbko8Tmq6h8jlsvb3fWy42JnfMd4E1fLVY%2FUwzE4LBKLhk1hBZ%2F24VlbxrZeVS5L4HTT2z9teJkCjE%2BwQHeJa1hDzQ%2BkEslpYRukW0cExnUQ1xQzEgVBBU5cxFGjt5zWf51zAgryF76DK9WGFt6X2Z1qCpvxILnPXpc7RTy2laxHAI%2Fmq16UPN520j1WrUPwqv4cm3WJhj9EJP4KE6tWt7I%2FQtg%2FlxudOHq%2BtkLGCITovpgmG8KgJiOy2rBk0hDWQdpEuhNIPAPksemiD81wVGIZNv2SZOAOgR8BeQ%3D%3D,master_dataset/face_liveness/master_4000/b5271d82-2365-44a4-ab4e-d522cb7f9c59.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_21,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/1c168d51-f93c-44be-a99a-277e7287974a.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778337&Signature=mWz%2FbotuqArFHVyCCFyOOI0SnXNdES%2FCClbstg5W9sRlnwDDx3yBjtrv6eHeeYLnCtqcx9sguKRMsG2YRcjy1DSuA0EqEhbkff4OYnd254vrJli2We%2BZgGKjBBNyoyhEpXBbP5%2FPNY1oFk%2FRdGqjUF5%2Bb5PI1ahAfaCLhC3xrUPhX1ZP2%2FAIwxLy3rnR%2Bq2z6iidc6f4uvsqpj3SP%2BsaGwzM1Zr1U0fbR1zIg5vwIDYa5lM9DJcOAyjOzRpzevyZADo%2BeFuPJK5bgGXDQom6v%2FtMWkXXygY1TrjaDCFCcC85TghKqtdavPrZhN%2B52JAQWvctU3pfyuDBKCECdrpmig%3D%3D,master_dataset/face_liveness/master_4000/1c168d51-f93c-44be-a99a-277e7287974a.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_22,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/30c02d8e-215a-49fd-a43b-634b70063f15.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778337&Signature=hB7M3P8y7Y6J1Q3EP86vPNc6O5AuCxk6nIhl8oPSf%2F5a4p8i0Kb%2FcSkAKZ%2F57MEBKOpXUbfqFXsz2Chbgnk2ysoPL2sUQb7BqLBFFoBVuuaGWKpB3%2BOQGT3o9ZjQnw9ckLk10ojrfozU3tVEIHeFAo3njaCaX6MY2fCIQmo9h1N93o1prbaDZ6s2i%2B3Cyv8Pp4CvpzliXeH1iCkU07Go8GkRheV6VclFg4hSbmC6MgDikVCQ865YL6JQSV5dxAzaVFBhQ%2BdNIz4te%2FAACUkz1QwaCU4J%2BtPgr1QybxO6LAaq0kKyWgY%2Fz9767b%2BIzVOwfWQtp96wbW5X%2FRVnbvs6uw%3D%3D,master_dataset/face_liveness/master_4000/30c02d8e-215a-49fd-a43b-634b70063f15.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_23,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/dec496c1-7337-498e-ae69-f815298b1666.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778337&Signature=YKNnX2V6%2BihsTZ0lcPq9qLajuar2Zvi0fGCdbbuiOra8R3DJuQrtU%2Bsvx5uvmodBh9W6BtCB0pFxTxKLnAW0cikZE%2FwdbLfgZj7PbNu%2FWOjZVw0YwB5q7VbbcWA%2BSiHjjZmtzHFcb5pC9tzIJIkxnoG1SokKUAThuq9Xntnmge1jtWzOukXohb5s4Pa1X1etqxpjOh61T1ZEJdMWpf2OZN48Kj8NM4Lni3m7xhifLQrU9z5X5Ea8DOVbfgT1RrffDyKBIxes7z4hYH7lqlhwVFW%2FzTsrxtxQRkZ4FAbi3gRo7tsCI6PyFOa9sLahf31SnyI5%2FQKolySIzZiXkuxKQA%3D%3D,master_dataset/face_liveness/master_4000/dec496c1-7337-498e-ae69-f815298b1666.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_24,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/de3f030f-4b42-42c8-b463-b390fb29695b.png?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778337&Signature=rJL5KLfqBjfpuAlV72A1WvNXuUD9JYI72RCzX9bZBcHrFbilg31MQyO7m4T8GxYL%2BxU5r4KkwMuA619Z%2FykqEHCV2x9NPl%2FTb3q4nxVZzdhqkkFLZiVW7U5tQ0zpVMvFDXo0QnlbWQI6M31tIocE%2BxMR1FmAx0n3raP8hqdGQTY7NP%2BjU4Z6SRy4g8Smekg8tY%2FFenS1Av0Gt8svsjFP%2FtQe817Zq%2BMAl%2F2lbM%2FiKOrr6k8nmcyfY4Dtg7cKGzEmXeEOk8bqEA89n0KZsFIWxyzB3B%2FFf5csVOlyEpzbe4zz%2BV%2Bj7sGRUpCKRGlX8jZlcBcJaTR6fsDBS78n%2BvMmdA%3D%3D,master_dataset/face_liveness/master_4000/de3f030f-4b42-42c8-b463-b390fb29695b.png,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
